document,name,type,count
GDSC001790049000.txt,KKK,organization,1
GDSC001790049000.txt,University of Florida,organization,1
GDSC001790049000.txt,Documents U.S. Government Printing Office,organization,1
GDSC001790049000.txt,Delta State University Cleveland,organization,1
GDSC001790049000.txt,Rediscovery Production Inc.,organization,1
GDSC001790049000.txt,Mississippi,location,18
GDSC001790049000.txt,Greenville,location,1
GDSC001790049000.txt,Illinois,location,1
GDSC001790049000.txt,Westport,location,1
GDSC001790049000.txt,Texas,location,2
GDSC001790049000.txt,ESQ.,location,1
GDSC001790049000.txt,New York City,location,2
GDSC001790049000.txt,LAW Cleveland,location,1
GDSC001790049000.txt,United States of America,location,4
GDSC001790049000.txt,Rochelle West Chester,location,1
GDSC001790049000.txt,Connecticut,location,1
GDSC001790049000.txt,California,location,1
GDSC001790049000.txt,South Carolina,location,1
GDSC001790049000.txt,Florida,location,1
GDSC001790049000.txt,Threadwell Street Orangeburg,location,1
GDSC001790049000.txt,Ohio,location,1
GDSC001790049000.txt,Fallen Oaks Houston,location,2
GDSC001790049000.txt,Washington D.C.,location,4
GDSC001790049000.txt,Washington,location,4
GDSC001790049000.txt,West Eastern Chicago,location,1
GDSC001790049000.txt,Indianola,location,2
GDSC001790049000.txt,Ruleville,location,12
GDSC001790049000.txt,Alex Haley,person,1
GDSC001790049000.txt,Jackson,person,2
GDSC001790049000.txt,Linda Jones Malons,person,1
GDSC001790049000.txt,Mae Bertha Carter Edgar Harris,person,3
GDSC001790049000.txt,Jim,person,1
GDSC001790049000.txt,Lorraine Johnson,person,1
GDSC001790049000.txt,Frees Hoorn,person,1
GDSC001790049000.txt,Foster,person,4
GDSC001790049000.txt,Robert H. Hardin,person,1
GDSC001790049000.txt,Linda Jones Malonson,person,1
GDSC001790049000.txt,Glenn Burgess,person,3
GDSC001790049000.txt,Cgrpprjjtijai Dear Sir,person,1
GDSC001790049000.txt,Linda Jones Malotfdon,person,1
GDSC001790049000.txt,WM. B. ALEXANDER,person,1
GDSC001790049000.txt,Good,person,1
GDSC001790049000.txt,Martin Luther King She,person,1
GDSC001790049000.txt,Ingram,person,6
GDSC001790049000.txt,Jr.,person,1
GDSC001790049000.txt,JACK R. JONES,person,1
GDSC001790049000.txt,William Dilday,person,1
GDSC001790049000.txt,Robinson,person,1
GDSC001790049000.txt,Fannie Lou Hamer,person,34
GDSC001790049000.txt,Richards,person,1
GDSC001790049000.txt,Robert G. Johnston,person,1
GDSC001790049000.txt,Thomas Foster,person,10
GDSC001790049000.txt,Greenwood,person,1
GDSC001790049000.txt,Georgia,person,1
GDSC001790049000.txt,Gtod,person,1
GDSC001790049000.txt,Martha Smith,person,1
GDSC001790049000.txt,Dilday,person,1
GDSC001790049000.txt,Tommy,person,2
GDSC001790049000.txt,Travis H. Clark,person,1
GDSC001790049000.txt,flarvey Richards,person,1
GDSC001790049000.txt,Owen Brook,person,1
GDSC001790049000.txt,Cleve McDowell,person,1
GDSC001790049000.txt,meg W. B. ALEXANDER,person,1
GDSC001790049000.txt,Johnston,person,1
GDSC001790049000.txt,Walter Sillers Coliseum,person,1
GDSC001790049000.txt,eh Juns,person,1
GDSC001790049000.txt,Reubin Askew,person,1
GDSC001790049000.txt,Perry Hamer,person,9
GDSC001790049000.txt,Skeeter Robinson,person,1
GDSC001790049000.txt,Haley,person,1
GDSC001790049000.txt,Robert O. Johnston W. BROOKS ALEXANDER,person,1
GDSC001790049000.txt,Wyatt,person,1
GDSC001790049000.txt,Lawry,person,1
GDSC001790049000.txt,Jim Lawry,person,1
GDSC001790049000.txt,Kent Wyatt,person,1
GDSC001790049000.txt,Thep,person,1
GDSC001790049000.txt,McDowell,person,2
GDSC001790049000.txt,Thomas Fosier,person,1
GDSC001790049000.txt,John Ingram,person,11
GDSC001790051200.txt,Democratic Party P. O. Box Sunflower,organization,1
GDSC001790051200.txt,White House,organization,1
GDSC001790051200.txt,Mississippi,organization,1
GDSC001790051200.txt,Committee for Civil Rights,organization,1
GDSC001790051200.txt,Federal Reserve Board,organization,1
GDSC001790051200.txt,Peace Corps,organization,1
GDSC001790051200.txt,Banking and Currency Committee,organization,1
GDSC001790051200.txt,Defense and Transportation Departments,organization,1
GDSC001790051200.txt,New Jersey Dr. Ernst Borinski Social Science Division Tougaloo College Tougaloo,organization,1
GDSC001790051200.txt,GOP Senatorial,organization,1
GDSC001790051200.txt,Department of Youth Affairs,organization,1
GDSC001790051200.txt,Johnson Administration,organization,4
GDSC001790051200.txt,University of Massachusetts,organization,1
GDSC001790051200.txt,Democratic National,organization,3
GDSC001790051200.txt,Columbia,organization,1
GDSC001790051200.txt,Sunflower,organization,1
GDSC001790051200.txt,Republican Congressional Campaign Committee,organization,1
GDSC001790051200.txt,Washington Star,organization,4
GDSC001790051200.txt,Job Corps,organization,1
GDSC001790051200.txt,Senate Foreign Relations Committee,organization,1
GDSC001790051200.txt,Delta Ministry,organization,1
GDSC001790051200.txt,Spartacist League,organization,1
GDSC001790051200.txt,Banking Committee,organization,1
GDSC001790051200.txt,Mississippi Freedfm Democratic Party,organization,1
GDSC001790051200.txt,Democratic Congressional Candidate,organization,1
GDSC001790051200.txt,University of Michigan Summer,organization,1
GDSC001790051200.txt,level Department of Consumer Affairs,organization,1
GDSC001790051200.txt,Joseph Harris Office,organization,2
GDSC001790051200.txt,National Committee for an Effective Congress,organization,1
GDSC001790051200.txt,Executive Organization,organization,1
GDSC001790051200.txt,Omicron Delta Epsilon,organization,1
GDSC001790051200.txt,Committee for Civil Rights Under Law,organization,1
GDSC001790051200.txt,Dsmoorstie Party Post,organization,1
GDSC001790051200.txt,Internal Revenue Service,organization,2
GDSC001790051200.txt,Air Force,organization,1
GDSC001790051200.txt,Harvard University The American Presidency,organization,1
GDSC001790051200.txt,Nixon Corn,organization,1
GDSC001790051200.txt,Defense,organization,2
GDSC001790051200.txt,Republican Senate,organization,1
GDSC001790051200.txt,united Mine Workers Welfare and Retirement Fund,organization,1
GDSC001790051200.txt,International Paper Company,organization,1
GDSC001790051200.txt,Department,organization,1
GDSC001790051200.txt,Democratic National Committee,organization,3
GDSC001790051200.txt,Harvard University,organization,3
GDSC001790051200.txt,FDP Treasury,organization,1
GDSC001790051200.txt,Appropriations Committee,organization,1
GDSC001790051200.txt,Office of Economic Opportunity,organization,1
GDSC001790051200.txt,Sunflower County Welfare Department,organization,1
GDSC001790051200.txt,Lawyers,organization,1
GDSC001790051200.txt,Nixon Administration,organization,7
GDSC001790051200.txt,Teacher Corps,organization,1
GDSC001790051200.txt,LaFollette Progressive,organization,1
GDSC001790051200.txt,Harvard,organization,2
GDSC001790051200.txt,Massachusetts Professor Jameson Doig Department of Politics Princeton University Princeton,organization,1
GDSC001790051200.txt,Treasurer Mississippi Freedom Democratic Party P.O. Box W Sunflower,organization,1
GDSC001790051200.txt,Social Bases of Political Power,organization,1
GDSC001790051200.txt,Freedom Democratic Party,organization,2
GDSC001790051200.txt,Office of Women,organization,2
GDSC001790051200.txt,Wig Joseph Harris Office Manager Mississippi Freedom Democratic Party,organization,1
GDSC001790051200.txt,Senate Labor,organization,1
GDSC001790051200.txt,Urge Consumer Aid Democratic,organization,1
GDSC001790051200.txt,Green,organization,1
GDSC001790051200.txt,Mississippi Freedom Democratic Party,organization,2
GDSC001790051200.txt,National Republican,organization,1
GDSC001790051200.txt,Tougaloo College,organization,3
GDSC001790051200.txt,Woodrow Wilson Foundation Internship Program,organization,1
GDSC001790051200.txt,Holmes County Board of Education,organization,1
GDSC001790051200.txt,National,organization,1
GDSC001790051200.txt,Political Development International Relations Political Sociology,organization,1
GDSC001790051200.txt,National Director of Campaign Organization,organization,1
GDSC001790051200.txt,Republican National Committee,organization,1
GDSC001790051200.txt,Graduate School of Arts and Sciences,organization,1
GDSC001790051200.txt,Mayflower Hotel,organization,1
GDSC001790051200.txt,New York City Times,organization,1
GDSC001790051200.txt,Detroit News,organization,1
GDSC001790051200.txt,Wisconsin Assembly,organization,1
GDSC001790051200.txt,American Independent Party,organization,1
GDSC001790051200.txt,Mississippi Courses American National Government,organization,1
GDSC001790051200.txt,Department of Government Harvard University Cambridge,organization,2
GDSC001790051200.txt,Literature Department,organization,1
GDSC001790051200.txt,Senatorial,organization,1
GDSC001790051200.txt,Hudson Institute,organization,1
GDSC001790051200.txt,McGovern Commission,organization,1
GDSC001790051200.txt,State Legislature,organization,2
GDSC001790051200.txt,Movement,organization,1
GDSC001790051200.txt,Wharton,organization,1
GDSC001790051200.txt,Republican Congressional Committee,organization,1
GDSC001790051200.txt,Transportation,organization,1
GDSC001790051200.txt,Congress,organization,9
GDSC001790051200.txt,House Education and Labor,organization,1
GDSC001790051200.txt,Russian Research Center Harvard University,organization,1
GDSC001790051200.txt,GOP Administration,organization,1
GDSC001790051200.txt,Mississippi Freedom Democratic Party News Letter Box 447 Sunflower,organization,1
GDSC001790051200.txt,Massachusetts Department of Government Harvard University Cambridge,organization,1
GDSC001790051200.txt,Random Sampling of Democratic Activities on Capitol Hill Spotlight,organization,1
GDSC001790051200.txt,Taylor Allderdice High School,organization,1
GDSC001790051200.txt,Judiciary Subcommittee on Administrative Practices and Procedures,organization,1
GDSC001790051200.txt,DNC,organization,10
GDSC001790051200.txt,Princeton,organization,2
GDSC001790051200.txt,Executive Committee,organization,1
GDSC001790051200.txt,PDP,organization,1
GDSC001790051200.txt,National Economies Honorary Society,organization,1
GDSC001790051200.txt,JVjg Joseph Harris Office Manager Mississippi Freedom Democratic Party Post Office Box 447 Sunflower,organization,1
GDSC001790051200.txt,Democratic,organization,4
GDSC001790051200.txt,Princeton University,organization,4
GDSC001790051200.txt,Safety of Coal Miners,organization,1
GDSC001790051200.txt,House,organization,8
GDSC001790051200.txt,Michigan State University,organization,1
GDSC001790051200.txt,Dwight D. Eisenhower Statements,organization,1
GDSC001790051200.txt,Administration Approach To Race Bias Probed Senate,organization,1
GDSC001790051200.txt,Yale Law School,organization,1
GDSC001790051200.txt,OEO,organization,1
GDSC001790051200.txt,Joseph Harris Office Manager Mississippi Freedom Democratic Party,organization,1
GDSC001790051200.txt,Walters,organization,1
GDSC001790051200.txt,Joseph Harris Office Manager Department of Government Quincy House,organization,1
GDSC001790051200.txt,Federal,organization,1
GDSC001790051200.txt,Republican Party,organization,1
GDSC001790051200.txt,Mississippi Freedom Democratic Party P.,organization,3
GDSC001790051200.txt,MPDP Newsletter Post Office Box MJ7 Sunflower,organization,1
GDSC001790051200.txt,Public Welfare Fondren Station P.,organization,1
GDSC001790051200.txt,Democratic Congressional Dinner Committee,organization,1
GDSC001790051200.txt,Free Democratic Party,organization,8
GDSC001790051200.txt,Washington Post,organization,2
GDSC001790051200.txt,Party,organization,1
GDSC001790051200.txt,United States Commission on Civil Rights,organization,1
GDSC001790051200.txt,Packard,organization,1
GDSC001790051200.txt,National Committee,organization,2
GDSC001790051200.txt,Democratic House,organization,1
GDSC001790051200.txt,Justice Department,organization,1
GDSC001790051200.txt,Martin Butter,organization,1
GDSC001790051200.txt,Humphrey Presidential,organization,1
GDSC001790051200.txt,United Press International,organization,1
GDSC001790051200.txt,FDP Executive Committee,organization,3
GDSC001790051200.txt,Soviet Reaction Senate,organization,1
GDSC001790051200.txt,s Activities,organization,2
GDSC001790051200.txt,Massachusetts Department of Government Harvard University,organization,1
GDSC001790051200.txt,Committee,organization,7
GDSC001790051200.txt,Sons Co.,organization,1
GDSC001790051200.txt,House Ways and Means Committee,organization,1
GDSC001790051200.txt,Joseph Karris Office,organization,1
GDSC001790051200.txt,American Foreign Policy,organization,1
GDSC001790051200.txt,Garrison,organization,1
GDSC001790051200.txt,NAACP,organization,2
GDSC001790051200.txt,GOP,organization,7
GDSC001790051200.txt,Select Committee on Nutrition and Human Needs,organization,1
GDSC001790051200.txt,MFDP,organization,1
GDSC001790051200.txt,Senate,organization,10
GDSC001790051200.txt,Democratic Party,organization,7
GDSC001790051200.txt,House of Representatives,organization,1
GDSC001790051200.txt,National Board,organization,1
GDSC001790051200.txt,Kelley,organization,1
GDSC001790051200.txt,Department of Government,organization,1
GDSC001790051200.txt,Canada,location,1
GDSC001790051200.txt,Mississippi,location,48
GDSC001790051200.txt,Minnesota,location,4
GDSC001790051200.txt,Illinois,location,2
GDSC001790051200.txt,Mount Beulah,location,1
GDSC001790051200.txt,Belmont Road,location,1
GDSC001790051200.txt,Indiana,location,4
GDSC001790051200.txt,Texas,location,3
GDSC001790051200.txt,Connecticut,location,4
GDSC001790051200.txt,Rice Street,location,1
GDSC001790051200.txt,West Virginia,location,1
GDSC001790051200.txt,China,location,1
GDSC001790051200.txt,Nevada,location,1
GDSC001790051200.txt,Mood of America,location,1
GDSC001790051200.txt,Norfolk,location,1
GDSC001790051200.txt,New York City City,location,1
GDSC001790051200.txt,Holmes County,location,2
GDSC001790051200.txt,Brooklyn Ave.,location,1
GDSC001790051200.txt,Kostopulos,location,1
GDSC001790051200.txt,Missouri,location,1
GDSC001790051200.txt,27th District,location,1
GDSC001790051200.txt,Montgomery,location,2
GDSC001790051200.txt,Virginia Beach,location,1
GDSC001790051200.txt,Saxony Motel,location,1
GDSC001790051200.txt,Fresno,location,1
GDSC001790051200.txt,New Jersey,location,3
GDSC001790051200.txt,Misourri,location,1
GDSC001790051200.txt,India,location,1
GDSC001790051200.txt,Minneapolis,location,3
GDSC001790051200.txt,Vlsactwr,location,1
GDSC001790051200.txt,Washington,location,17
GDSC001790051200.txt,Northwest,location,1
GDSC001790051200.txt,Maryland,location,4
GDSC001790051200.txt,Korea,location,1
GDSC001790051200.txt,Wisconsin,location,6
GDSC001790051200.txt,Pittsburgh,location,2
GDSC001790051200.txt,New York City,location,26
GDSC001790051200.txt,Michigan,location,5
GDSC001790051200.txt,United States of America,location,8
GDSC001790051200.txt,Montana,location,1
GDSC001790051200.txt,Eden Valley,location,1
GDSC001790051200.txt,Massachusetts,location,9
GDSC001790051200.txt,Los Angeles,location,2
GDSC001790051200.txt,Zitersteln,location,1
GDSC001790051200.txt,Florida,location,3
GDSC001790051200.txt,Sweden,location,1
GDSC001790051200.txt,Vietnam,location,11
GDSC001790051200.txt,Ohio,location,2
GDSC001790051200.txt,West Point,location,1
GDSC001790051200.txt,Cambridge,location,6
GDSC001790051200.txt,Puerto Rico Brock Chisholm,location,1
GDSC001790051200.txt,NEWYORK,location,1
GDSC001790051200.txt,North Carolina,location,2
GDSC001790051200.txt,USSR,location,2
GDSC001790051200.txt,Amherst,location,1
GDSC001790051200.txt,Liipfert,location,1
GDSC001790051200.txt,Hattiesburg,location,1
GDSC001790051200.txt,Dean Street Brooklyn,location,1
GDSC001790051200.txt,U.K.,location,3
GDSC001790051200.txt,Oklahoma,location,2
GDSC001790051200.txt,Europe,location,2
GDSC001790051200.txt,Special Tenn.,location,1
GDSC001790051200.txt,Brooklyn,location,1
GDSC001790051200.txt,California,location,5
GDSC001790051200.txt,Ark.,location,1
GDSC001790051200.txt,Georgia,location,1
GDSC001790051200.txt,Pennsylvania,location,6
GDSC001790051200.txt,Portsmouth,location,1
GDSC001790051200.txt,South Dakota,location,1
GDSC001790051200.txt,Colorado,location,2
GDSC001790051200.txt,South Dakotan,location,1
GDSC001790051200.txt,Oklahoma City,location,1
GDSC001790051200.txt,Queens,location,1
GDSC001790051200.txt,United States Postage,location,1
GDSC001790051200.txt,Chicago,location,2
GDSC001790051200.txt,Sychar Hoad San Diego,location,1
GDSC001790051200.txt,Park Avenue South,location,1
GDSC001790051200.txt,Philadelphia,location,1
GDSC001790051200.txt,LONOSIOHT,location,1
GDSC001790051200.txt,Utah,location,2
GDSC001790051200.txt,Virginia,location,3
GDSC001790051200.txt,Washington Washington D.C.,location,1
GDSC001790051200.txt,Germany,location,1
GDSC001790051200.txt,South Carolina,location,1
GDSC001790051200.txt,Multan,location,1
GDSC001790051200.txt,Kentucky,location,3
GDSC001790051200.txt,Alabama,location,2
GDSC001790051200.txt,South,location,1
GDSC001790051200.txt,Soviet Union,location,5
GDSC001790051200.txt,Washington D.C.,location,2
GDSC001790051200.txt,Houston,location,1
GDSC001790051200.txt,Uretz,location,1
GDSC001790051200.txt,Yorkville,location,1
GDSC001790051200.txt,Tennessee,location,7
GDSC001790051200.txt,Virginia Ave.,location,2
GDSC001790051200.txt,Washington Hilton,location,1
GDSC001790051200.txt,Neil Sheehan,person,1
GDSC001790051200.txt,Dorothy Dunbar Bromley,person,1
GDSC001790051200.txt,Canon L. John Collins,person,1
GDSC001790051200.txt,Russell,person,8
GDSC001790051200.txt,Pryor,person,1
GDSC001790051200.txt,Doris Salzbwg,person,1
GDSC001790051200.txt,Martin Niamollar,person,1
GDSC001790051200.txt,Mauric,person,1
GDSC001790051200.txt,Bernhard,person,2
GDSC001790051200.txt,Quincy Wright,person,1
GDSC001790051200.txt,Stanley Hofftaan,person,1
GDSC001790051200.txt,Porter,person,1
GDSC001790051200.txt,Fred R. Harris,person,6
GDSC001790051200.txt,Edwin T. Dahlberg,person,1
GDSC001790051200.txt,Robert Brown,person,1
GDSC001790051200.txt,David Packard,person,1
GDSC001790051200.txt,Klein,person,1
GDSC001790051200.txt,Septima Clark,person,1
GDSC001790051200.txt,Harry S Truman,person,1
GDSC001790051200.txt,Orville Schell,person,1
GDSC001790051200.txt,Sunfloweri Mississi,person,1
GDSC001790051200.txt,Adam Ulam,person,1
GDSC001790051200.txt,Wright Patman,person,1
GDSC001790051200.txt,Martin Luthar King,person,1
GDSC001790051200.txt,Harris,person,12
GDSC001790051200.txt,Max Frankel,person,1
GDSC001790051200.txt,Mom,person,1
GDSC001790051200.txt,Harrison Williams,person,1
GDSC001790051200.txt,Lionel Van Deerlin,person,1
GDSC001790051200.txt,Earnest Thompson,person,1
GDSC001790051200.txt,Milton Roswiburg,person,1
GDSC001790051200.txt,N. Y.,person,2
GDSC001790051200.txt,Robert,person,1
GDSC001790051200.txt,Johnnie Mae Walker,person,1
GDSC001790051200.txt,Roy Bannett,person,1
GDSC001790051200.txt,Orlie Pell,person,1
GDSC001790051200.txt,Lyndon B. Johnson,person,1
GDSC001790051200.txt,Edward J. Sparling,person,1
GDSC001790051200.txt,Naomi Schreiber,person,1
GDSC001790051200.txt,Arnold Kaufman Betty Goetz Lall Marilyn Langn.r Allard Lowen,person,1
GDSC001790051200.txt,Smith,person,1
GDSC001790051200.txt,Murray Hill,person,1
GDSC001790051200.txt,David O. Banks,person,1
GDSC001790051200.txt,Claude Pepper,person,1
GDSC001790051200.txt,Herbert G. Klein,person,1
GDSC001790051200.txt,Wayne Hays,person,1
GDSC001790051200.txt,Townsend Hoopes,person,1
GDSC001790051200.txt,Kostopulos,person,3
GDSC001790051200.txt,John Volpe,person,1
GDSC001790051200.txt,Clarence Mitchell,person,1
GDSC001790051200.txt,Dwight Eisenhower,person,1
GDSC001790051200.txt,Sheldon S. Cohen,person,1
GDSC001790051200.txt,Laird,person,1
GDSC001790051200.txt,Robert Finch,person,1
GDSC001790051200.txt,Richard Brevard Russell,person,1
GDSC001790051200.txt,Qottbsus,person,1
GDSC001790051200.txt,Cohen,person,3
GDSC001790051200.txt,Edward E. Klain Philip M. Klutznick,person,1
GDSC001790051200.txt,McCarthy,person,4
GDSC001790051200.txt,Edward U. Condon,person,1
GDSC001790051200.txt,Fascell,person,1
GDSC001790051200.txt,Robert Alptm,person,1
GDSC001790051200.txt,Joseph Miller,person,1
GDSC001790051200.txt,Robert Bloom,person,1
GDSC001790051200.txt,John Ullmann,person,1
GDSC001790051200.txt,Abner Mikva,person,1
GDSC001790051200.txt,Hugh Scott,person,1
GDSC001790051200.txt,M.D. Alaxandar,person,1
GDSC001790051200.txt,Harold E. Fay,person,1
GDSC001790051200.txt,Hubert H. Humphrey,person,5
GDSC001790051200.txt,William F. Neuman,person,1
GDSC001790051200.txt,Volpe,person,1
GDSC001790051200.txt,Ed Jones,person,1
GDSC001790051200.txt,Andrew Young REBIONAL,person,1
GDSC001790051200.txt,Samuel Friedel,person,1
GDSC001790051200.txt,Warren Magnuson,person,1
GDSC001790051200.txt,Richard Neustadt,person,2
GDSC001790051200.txt,Robert Miles Dear,person,1
GDSC001790051200.txt,Mario Biaggi,person,1
GDSC001790051200.txt,Stokeley Carmichael,person,1
GDSC001790051200.txt,Short,person,1
GDSC001790051200.txt,Betty Zemel,person,1
GDSC001790051200.txt,W. J. McClendon,person,1
GDSC001790051200.txt,Robert S. Kerr,person,1
GDSC001790051200.txt,Kefauver,person,1
GDSC001790051200.txt,Thomas,person,1
GDSC001790051200.txt,Benny L. Pryor,person,1
GDSC001790051200.txt,Leonard Farbstein,person,1
GDSC001790051200.txt,Wilbur Mills,person,1
GDSC001790051200.txt,Arnold Olsen,person,1
GDSC001790051200.txt,T. Herrick,person,1
GDSC001790051200.txt,James Howard,person,1
GDSC001790051200.txt,Estes Kefauver,person,1
GDSC001790051200.txt,John Tower,person,1
GDSC001790051200.txt,Dante Fascell,person,1
GDSC001790051200.txt,Everett,person,1
GDSC001790051200.txt,Paul Schilpp,person,1
GDSC001790051200.txt,Orr,person,1
GDSC001790051200.txt,JVJS Lawrence Guyet,person,1
GDSC001790051200.txt,Ford,person,1
GDSC001790051200.txt,Jamts Baldwin,person,1
GDSC001790051200.txt,Gunnar Myrdal,person,1
GDSC001790051200.txt,Fannie Lou Hamer,person,2
GDSC001790051200.txt,Exman Julas Feiffer W. H. F.ny,person,1
GDSC001790051200.txt,Berl,person,1
GDSC001790051200.txt,David Inglis,person,1
GDSC001790051200.txt,William Higinbotham,person,1
GDSC001790051200.txt,Bob Wilson,person,1
GDSC001790051200.txt,Gordon Zahn,person,1
GDSC001790051200.txt,Erich Fromm,person,1
GDSC001790051200.txt,Carl Albert,person,1
GDSC001790051200.txt,David Obey,person,1
GDSC001790051200.txt,Johnson,person,1
GDSC001790051200.txt,Denison Ray,person,1
GDSC001790051200.txt,Abraham Ribicoff,person,1
GDSC001790051200.txt,Everett M. Dirksen,person,1
GDSC001790051200.txt,David,person,1
GDSC001790051200.txt,Arthur,person,1
GDSC001790051200.txt,Liz Levey,person,1
GDSC001790051200.txt,George S. McGovern,person,1
GDSC001790051200.txt,Mike Mansfield,person,3
GDSC001790051200.txt,Davis,person,1
GDSC001790051200.txt,Pitirim Sorokin,person,1
GDSC001790051200.txt,Agnew,person,1
GDSC001790051200.txt,Charles C. Pries,person,1
GDSC001790051200.txt,Paul,person,1
GDSC001790051200.txt,Nixon,person,6
GDSC001790051200.txt,Joe Harris,person,1
GDSC001790051200.txt,hard,person,1
GDSC001790051200.txt,Harbort A. Brandon,person,1
GDSC001790051200.txt,Clark,person,1
GDSC001790051200.txt,Rollo May,person,1
GDSC001790051200.txt,Chauncay D. Luka Waltar Lear,person,1
GDSC001790051200.txt,James Kee,person,1
GDSC001790051200.txt,Athan Tbeoherls,person,1
GDSC001790051200.txt,Lawrence Guyot,person,3
GDSC001790051200.txt,Dorothy V. Bush,person,1
GDSC001790051200.txt,Andrew Jacobs,person,1
GDSC001790051200.txt,Mondale,person,1
GDSC001790051200.txt,John N. Mitchell,person,1
GDSC001790051200.txt,Harold Taylor,person,1
GDSC001790051200.txt,Carl Perkins,person,2
GDSC001790051200.txt,Irving How,person,1
GDSC001790051200.txt,George Wallace,person,1
GDSC001790051200.txt,Huntington,person,1
GDSC001790051200.txt,Morton Dautsch,person,1
GDSC001790051200.txt,Andrew Hawtins,person,1
GDSC001790051200.txt,Ribicoff,person,1
GDSC001790051200.txt,Edward Jones,person,1
GDSC001790051200.txt,Ray Blanton,person,1
GDSC001790051200.txt,Barrington Moore,person,2
GDSC001790051200.txt,Charles Joelson,person,1
GDSC001790051200.txt,Bert Podell,person,1
GDSC001790051200.txt,Richaitl Nixon,person,1
GDSC001790051200.txt,Bobert Z. Lewis,person,1
GDSC001790051200.txt,Sherman,person,1
GDSC001790051200.txt,Hansen,person,1
GDSC001790051200.txt,Hugh B. Hestar,person,1
GDSC001790051200.txt,Patrick J.,person,2
GDSC001790051200.txt,Jackson,person,1
GDSC001790051200.txt,George Washington,person,1
GDSC001790051200.txt,McClendon,person,1
GDSC001790051200.txt,Arthur Kinoy,person,1
GDSC001790051200.txt,Ger,person,1
GDSC001790051200.txt,Francis B. Sayre,person,1
GDSC001790051200.txt,Eugene McCarthy,person,2
GDSC001790051200.txt,Mort Jungsr,person,1
GDSC001790051200.txt,Ralph Nader,person,1
GDSC001790051200.txt,Hoffman,person,1
GDSC001790051200.txt,Michael Walzar Rabbi Jacob Weinstein,person,1
GDSC001790051200.txt,John Sparkman,person,1
GDSC001790051200.txt,N. H. Stanley Romaina,person,1
GDSC001790051200.txt,Jaoksoa,person,1
GDSC001790051200.txt,Mansfield,person,1
GDSC001790051200.txt,Carlos,person,1
GDSC001790051200.txt,Moss,person,1
GDSC001790051200.txt,Connor,person,7
GDSC001790051200.txt,Melvin R. Laird,person,1
GDSC001790051200.txt,Isidor,person,1
GDSC001790051200.txt,C. Rajagopalachari,person,1
GDSC001790051200.txt,Jerry Boileau,person,1
GDSC001790051200.txt,Robert C. McCandless,person,1
GDSC001790051200.txt,Betty Furness,person,1
GDSC001790051200.txt,James Dinsmoor,person,1
GDSC001790051200.txt,Kennedy,person,4
GDSC001790051200.txt,Paul Millar,person,1
GDSC001790051200.txt,Gaylord Nelson,person,1
GDSC001790051200.txt,Stevenson,person,2
GDSC001790051200.txt,Kenneth Gray,person,1
GDSC001790051200.txt,J. William Fulbright,person,1
GDSC001790051200.txt,Miles,person,1
GDSC001790051200.txt,Hudson Hoagland,person,1
GDSC001790051200.txt,Geri Joseph,person,2
GDSC001790051200.txt,Lorin X. Kerr,person,1
GDSC001790051200.txt,Strom Thurmond,person,1
GDSC001790051200.txt,Woodrow Wilson,person,1
GDSC001790051200.txt,Barbara,person,1
GDSC001790051200.txt,Philip,person,1
GDSC001790051200.txt,O. Edmund Clubb,person,1
GDSC001790051200.txt,Jack Schubert,person,1
GDSC001790051200.txt,Joseph Harris,person,4
GDSC001790051200.txt,L. Harold DeWolf,person,1
GDSC001790051200.txt,Harman Will Rav,person,1
GDSC001790051200.txt,Elizabeth Walker,person,1
GDSC001790051200.txt,Samuel Tudwr,person,1
GDSC001790051200.txt,Victor Oottbaum,person,1
GDSC001790051200.txt,Richard B. Russell,person,1
GDSC001790051200.txt,McCandless,person,4
GDSC001790051200.txt,Victoria Gray,person,2
GDSC001790051200.txt,John W. McCormack,person,1
GDSC001790051200.txt,Frank Moss,person,1
GDSC001790051200.txt,Everett McKinley Dirksen,person,1
GDSC001790051200.txt,Curriculum Vitae,person,1
GDSC001790051200.txt,Robert A. Everett,person,1
GDSC001790051200.txt,Robert E. Short,person,2
GDSC001790051200.txt,Dana McLUnited Nations Graalay Gan,person,1
GDSC001790051200.txt,Albert Schweitzer,person,1
GDSC001790051200.txt,McGovern,person,2
GDSC001790051200.txt,William Davidon,person,1
GDSC001790051200.txt,Thomas A. Hutto,person,1
GDSC001790051200.txt,Darrell Randall Walter Rauthar,person,1
GDSC001790051200.txt,Hudson,person,1
GDSC001790051200.txt,Harbert C. Kalman,person,1
GDSC001790051200.txt,Philip Graff,person,1
GDSC001790051200.txt,Tudia Crowder,person,1
GDSC001790051200.txt,M.D. Robert Lowell,person,1
GDSC001790051200.txt,Edward M. Kennedy,person,5
GDSC001790051200.txt,Paul Mcmal,person,1
GDSC001790051200.txt,David Schoenbrun,person,1
GDSC001790051200.txt,Thompson,person,1
GDSC001790051200.txt,Nick Galifianakis,person,1
GDSC001790051200.txt,Robert Clark,person,3
GDSC001790051200.txt,David Wurfal,person,1
GDSC001790051200.txt,Melman,person,1
GDSC001790051200.txt,Monica,person,1
GDSC001790051200.txt,Pablo Cauls,person,1
GDSC001790051200.txt,Nicholas P. Kostopulos,person,1
GDSC001790051200.txt,Jr.,person,1
GDSC001790051200.txt,Reuther Robert,person,1
