doc,entity,type,count
GDSC001790060100.txt,National Committee,organization,1
GDSC001790060100.txt,Unita Blackwell Gen. Del.,organization,1
GDSC001790060100.txt,Medicare,organization,1
GDSC001790060100.txt,Joseph Harris Office,organization,1
GDSC001790060100.txt,Mississippi Freedom Democratic Party Jaokson,organization,1
GDSC001790060100.txt,Rembrandt,organization,1
GDSC001790060100.txt,Opinion Research of California,organization,1
GDSC001790060100.txt,SCHERMERHORN STREET BROOKLYN,organization,1
GDSC001790060100.txt,Princaton University RICHARD J. BARNET,organization,1
GDSC001790060100.txt,Wnifcerwttp College,organization,1
GDSC001790060100.txt,Rea Express,organization,1
GDSC001790060100.txt,H. Stuart Hugftas NATIONAL MEMOIRS Roy Bsnnatt Prof. O. Edmund Clubb Dr,organization,1
GDSC001790060100.txt,State,organization,4
GDSC001790060100.txt,Democratic National Committee,organization,1
GDSC001790060100.txt,Harvard University,organization,1
GDSC001790060100.txt,Meridian,organization,1
GDSC001790060100.txt,SISS,organization,1
GDSC001790060100.txt,City University ol N. Y.,organization,2
GDSC001790060100.txt,University of Wisconsin Law School,organization,1
GDSC001790060100.txt,Mississippi Safest,organization,1
GDSC001790060100.txt,Gallup,organization,15
GDSC001790060100.txt,Unions of America,organization,1
GDSC001790060100.txt,WLBT Channel 3,organization,1
GDSC001790060100.txt,s University University College,organization,1
GDSC001790060100.txt,Freedom Democratic Party,organization,1
GDSC001790060100.txt,Executive Board of the State,organization,1
GDSC001790060100.txt,National Democratic Party,organization,1
GDSC001790060100.txt,Vietnam,organization,1
GDSC001790060100.txt,Mississippi Freedom Democratic Party,organization,10
GDSC001790060100.txt,Agnew,organization,1
GDSC001790060100.txt,Nixon,organization,1
GDSC001790060100.txt,THE NASHVILLE TENNESSEAN,organization,1
GDSC001790060100.txt,Committee,organization,1
GDSC001790060100.txt,Ohio State University College of Law,organization,1
GDSC001790060100.txt,Mississippi Voter Registration and Education League,organization,1
GDSC001790060100.txt,National Guard,organization,1
GDSC001790060100.txt,Shipping Label,organization,1
GDSC001790060100.txt,Credential Committee,organization,1
GDSC001790060100.txt,Mississippi Freedom Damoermtlo Party,organization,1
GDSC001790060100.txt,HARP,organization,1
GDSC001790060100.txt,Democratic Administration,organization,1
GDSC001790060100.txt,City College,organization,1
GDSC001790060100.txt,Jaycees,organization,1
GDSC001790060100.txt,Congress,organization,5
GDSC001790060100.txt,WABG,organization,1
GDSC001790060100.txt,National Candidate,organization,1
GDSC001790060100.txt,HUAC,organization,1
GDSC001790060100.txt,Farish Street Jackson,organization,1
GDSC001790060100.txt,Hatch Ax,organization,1
GDSC001790060100.txt,CIO,organization,3
GDSC001790060100.txt,Gaile P. Noble Mississippi Freedoa Democratic Party P.,organization,1
GDSC001790060100.txt,Coalition,organization,1
GDSC001790060100.txt,College of Law,organization,1
GDSC001790060100.txt,Policy Studios,organization,1
GDSC001790060100.txt,Princeton University,organization,2
GDSC001790060100.txt,University of Iowa,organization,1
GDSC001790060100.txt,Free Health Care,organization,1
GDSC001790060100.txt,Becker Research Inc.,organization,1
GDSC001790060100.txt,Rockefeller,organization,1
GDSC001790060100.txt,John Kraft,organization,1
GDSC001790060100.txt,Republican Party,organization,2
GDSC001790060100.txt,FHA,organization,1
GDSC001790060100.txt,Davis Arthur G. Falls Jamas Former Constanc,organization,1
GDSC001790060100.txt,Rutgars University School of Law,organization,1
GDSC001790060100.txt,Party,organization,4
GDSC001790060100.txt,Dumocratic Party,organization,1
GDSC001790060100.txt,CAA,organization,1
GDSC001790060100.txt,Right Wing Extremists,organization,1
GDSC001790060100.txt,The Boston Globe,organization,1
GDSC001790060100.txt,Senate Foreign Relations Committee,organization,1
GDSC001790060100.txt,Mississippi Teacher,organization,1
GDSC001790060100.txt,III Delta Democrat Times,organization,1
GDSC001790060100.txt,BURNS H. WESTON,organization,1
GDSC001790060100.txt,Dewey,organization,1
GDSC001790060100.txt,University of Chicago,organization,2
GDSC001790060100.txt,Institute,organization,1
GDSC001790060100.txt,Dibco Press,organization,2
GDSC001790060100.txt,s Association,organization,1
GDSC001790060100.txt,STANLEY HOFFMANN,organization,1
GDSC001790060100.txt,MFDP,organization,3
GDSC001790060100.txt,Moor Church,organization,1
GDSC001790060100.txt,os Mississippi Freedom Democratic Party,organization,1
GDSC001790060100.txt,Senate,organization,1
GDSC001790060100.txt,Democratic Party,organization,3
GDSC001790060100.txt,Milbank Prolaaaor,organization,1
GDSC001790060100.txt,the,organization,1
GDSC001790060100.txt,Serials Department General Library University of California BIRKILEY,organization,1
GDSC001790060100.txt,Good EDUCATION College,organization,1
GDSC001790060100.txt,Mississippi Valley State University Business Department Itta Bena,organization,1
GDSC001790060100.txt,Mississippi,organization,1
GDSC001790060100.txt,Principal Rosa Fort Elementary School Tunica,organization,1
GDSC001790060100.txt,Mississippi Valley State University Itta Bena,organization,1
GDSC001790060100.txt,FHA,organization,1
GDSC001790060100.txt,MVSU,organization,2
GDSC001790060100.txt,Jones Road Junior High School,organization,1
GDSC001790060100.txt,Business Club Veternette Club Civic Organizations,organization,1
GDSC001790060100.txt,Instructor Grenada High School Grenada,organization,1
GDSC001790060100.txt,Water Valley High School,organization,3
GDSC001790060100.txt,Principal Rosa Fort High School Tunica,organization,1
GDSC001790060100.txt,Principal Jones Road Junior High School Grenada,organization,1
GDSC001790060100.txt,Mississippi Valley State University,organization,5
GDSC001790060100.txt,AME Church Grenada,organization,1
GDSC001790060100.txt,Hunter Middle School,organization,2
GDSC001790060100.txt,Mississippi Valley State University P.,organization,1
GDSC001790060100.txt,Itta Bena,organization,7
GDSC001790060100.txt,Itta Bean,organization,1
GDSC001790060100.txt,Graduated,organization,1
GDSC001790060100.txt,Grenada High School,organization,1
GDSC001790060100.txt,Mississippi Valley State College,organization,1
GDSC001790060100.txt,Beta Club,organization,1
GDSC001790060100.txt,Institutional Research MVSU Financial Aid Office MVSU Itta Bena,organization,1
GDSC001790060100.txt,Business Club,organization,1
GDSC001790060100.txt,Mississippi A. W. James Elementary School Drew,organization,1
GDSC001790060100.txt,Directory Assistance for South Central Bell Telephone Company,organization,1
GDSC001790060100.txt,Zeta Phi Beta Sorority,organization,1
GDSC001790060100.txt,Dormitory Club,organization,1
GDSC001790060100.txt,Sunday School,organization,2
GDSC001790060100.txt,Business Education,organization,1
GDSC001790060100.txt,Campbell Director,organization,1
GDSC001790060100.txt,Institutional Research,organization,1
GDSC001790060100.txt,Department Head Mississippi Valley State University Business Department Itta Bena,organization,1
GDSC001790060100.txt,Department of Business Mississippi Valley State University Itta Bena,organization,1
GDSC001790060100.txt,Mississippi Valley State Itta Bena,organization,1
GDSC001790060100.txt,Sunflower Elementary School,organization,1
GDSC001790060100.txt,Ruleville Central High School,organization,1
GDSC001790060100.txt,Blaine Elementary School,organization,1
GDSC001790060100.txt,Principal Hunter Middle School Drew,organization,1
GDSC001790060100.txt,Leflore Library Greenwood,organization,1
GDSC001790060100.txt,Baxter Travenol Laboratory Cleveland,organization,1
GDSC001790060100.txt,Ingram Post Office Box,organization,1
GDSC001790060100.txt,Greenwood High,organization,1
GDSC001790060100.txt,Phi Beta Lambda High School,organization,1
GDSC001790060100.txt,Teacher Mississippi Valley State University Itta Bena,organization,1
GDSC001790060100.txt,Rosa Fort High School,organization,1
GDSC001790060100.txt,Powell Chapel AME Church,organization,1
GDSC001790060100.txt,High School,organization,1
GDSC001790060100.txt,Principal A. W. James Elementary School Drew,organization,1
GDSC001790060100.txt,Institutional Research MVSU Itta Bena,organization,1
GDSC001790060100.txt,Pap,organization,1
GDSC001790060100.txt,National Education Association,organization,2
GDSC001790060100.txt,Center for Social Change,organization,1
GDSC001790060100.txt,Hury Minniefield,organization,1
GDSC001790060100.txt,Democratic Party of the State,organization,2
GDSC001790060100.txt,Honey Knopp,organization,1
GDSC001790060100.txt,USCPFA National Office,organization,1
GDSC001790060100.txt,NEA,organization,1
GDSC001790060100.txt,Administrative Committee,organization,1
GDSC001790060100.txt,Nominating Committee for Modern Management,organization,1
GDSC001790060100.txt,National USCPFA,organization,1
GDSC001790060100.txt,Committee for Justice,organization,1
GDSC001790060100.txt,Democratic Party of the State of Mississippi,organization,1
GDSC001790060100.txt,White,organization,1
GDSC001790060100.txt,Joe Baird Office Deputies,organization,1
GDSC001790060100.txt,Development Company,organization,2
GDSC001790060100.txt,Alpha Phi Alpha Paul Robeson Committee,organization,1
GDSC001790060100.txt,IBM,organization,1
GDSC001790060100.txt,Advisory Council,organization,1
GDSC001790060100.txt,Richards Road Kansas Gty,organization,1
GDSC001790060100.txt,Burr Farms Rd.,organization,1
GDSC001790060100.txt,Institute Planning Committee,organization,1
GDSC001790060100.txt,State Democratic Executive Committee,organization,4
GDSC001790060100.txt,Delta Ministry Greenville,organization,1
GDSC001790060100.txt,Congress,organization,6
GDSC001790060100.txt,WBAI,organization,1
GDSC001790060100.txt,USCPFA,organization,1
GDSC001790060100.txt,N Land Motel,organization,1
GDSC001790060100.txt,Committee Reports,organization,1
GDSC001790060100.txt,Jackson Jan Little Meridian,organization,1
GDSC001790060100.txt,Ford,organization,2
GDSC001790060100.txt,Jack Bishop RECORDING,organization,1
GDSC001790060100.txt,Social Services,organization,1
GDSC001790060100.txt,Standing Committees,organization,1
GDSC001790060100.txt,Alpha Phi Alpha,organization,2
GDSC001790060100.txt,Mississippi Co,organization,1
GDSC001790060100.txt,Delta Democrat Times,organization,1
GDSC001790060100.txt,Board of Supervisors,organization,1
GDSC001790060100.txt,Sunflower County Branch of the National Association for the Advancement of Colored People,organization,1
GDSC001790060100.txt,Association,organization,1
GDSC001790060100.txt,Delta Ministry,organization,2
GDSC001790060100.txt,Sunflower County Progress,organization,1
GDSC001790060100.txt,Sunflower County Welfare Department,organization,1
GDSC001790060100.txt,Mississippi Department of Archives,organization,1
GDSC001790060100.txt,China Peoples Friendship Association,organization,1
GDSC001790060100.txt,Chicago,organization,1
GDSC001790060100.txt,Ecumenical Women,organization,1
GDSC001790060100.txt,Sunflower County,organization,2
GDSC001790060100.txt,Institute,organization,2
GDSC001790060100.txt,First Annual Institute on Nonviolence,organization,1
GDSC001790060100.txt,Black Panther Party,organization,1
GDSC001790060100.txt,Department of Agriculture,organization,1
GDSC001790060100.txt,Red Bank,organization,1
GDSC001790060100.txt,Incorporated,organization,4
GDSC001790060100.txt,Shrewsbury Avenue,organization,1
GDSC001790060100.txt,Executive Committee Program and Planning Projects,organization,1
GDSC001790060100.txt,State Executive Committee,organization,3
GDSC001790060100.txt,Democratic,organization,2
GDSC001790060100.txt,Chancery Court,organization,1
GDSC001790060100.txt,Rotary Club,organization,1
GDSC001790060100.txt,Fannie Lou Hamer National Association,organization,1
GDSC001790060100.txt,U.,organization,1
GDSC001790060100.txt,Chairperson Black Panther Party Molly Dougherty,organization,1
GDSC001790060100.txt,Columbus Gamps Winborne Lots Jonas Chancery Court,organization,1
GDSC001790060100.txt,Nominating Committee,organization,4
GDSC001790060100.txt,Democratic Party,organization,1
GDSC001790060100.txt,Cummins Dist,organization,1
GDSC001790060100.txt,Hills Pt,organization,1
GDSC001790060100.txt,Social Security,organization,3
GDSC001790060100.txt,CHINA PEOPLES FRIENDSHIP ASSOCIATION National Office,organization,1
GDSC001790060100.txt,Modern Management,organization,1
GDSC001790060100.txt,Trademart,organization,2
GDSC001790060100.txt,Gulf Oil,organization,1
GDSC001790060100.txt,Rutgers University,organization,1
GDSC001790060100.txt,National Office,organization,1
GDSC001790060100.txt,Smith Everette Truly Thomas H. Watkins Sherwood,organization,1
GDSC001790060100.txt,Department of Archives,organization,1
GDSC001790060100.txt,Coordinator Committee for Justice,organization,1
GDSC001790060100.txt,Administrative Committee of the State Democratic Executive Committee,organization,1
GDSC001790060100.txt,Greenville Rotary,organization,1
GDSC001790060100.txt,UNITED JHjifh Enel,organization,1
GDSC001790060100.txt,Mississippians United to Elect Negro Candidates P.,organization,1
GDSC001790060100.txt,Steering Committee of Mississippians United to Elect Negro Candidates,organization,4
GDSC001790060100.txt,Jooaph Harris Chairnan Mississippiana United,organization,1
GDSC001790060100.txt,Negro Candidates,organization,1
GDSC001790060100.txt,Mississippians United to Elect Negro Candidates,organization,15
GDSC001790060100.txt,United to Hoot Negro Candidates P,organization,1
GDSC001790060100.txt,KLect Negro Candidates P.,organization,1
GDSC001790060100.txt,Hyslop Hoad Brookline,organization,1
GDSC001790060100.txt,Enel,organization,2
GDSC001790060100.txt,Mississippians United,organization,3
GDSC001790060100.txt,Thelma Barnes District Campaign Headquarters,organization,1
GDSC001790060100.txt,White House,organization,1
GDSC001790060100.txt,Bahamas Development Corporation,organization,1
GDSC001790060100.txt,Syracuse University,organization,1
GDSC001790060100.txt,s Reach to Recovery Program,organization,1
GDSC001790060100.txt,New York City Times,organization,1
GDSC001790060100.txt,GSP,organization,1
GDSC001790060100.txt,Bank of Jamaica,organization,2
GDSC001790060100.txt,University of Florida,organization,1
GDSC001790060100.txt,Supreme Court,organization,5
GDSC001790060100.txt,Research,organization,1
GDSC001790060100.txt,Cdi Strip Congress,organization,1
GDSC001790060100.txt,College for Human Development,organization,1
GDSC001790060100.txt,Overseas Private Investment Corporation,organization,1
GDSC001790060100.txt,National Coalition,organization,3
GDSC001790060100.txt,Solidarity Hospital,organization,1
GDSC001790060100.txt,Host International Hotel,organization,1
GDSC001790060100.txt,s Association for Business and Industry Thursda Receptii Dinner V Evening Banquet,organization,1
GDSC001790060100.txt,Democratic Action Board of Church and Society,organization,1
GDSC001790060100.txt,International Cultural and Economic,organization,1
GDSC001790060100.txt,Department of Family Studies,organization,1
GDSC001790060100.txt,Street NW,organization,2
GDSC001790060100.txt,American Affairs,organization,3
GDSC001790060100.txt,Host,organization,1
GDSC001790060100.txt,Today Show,organization,1
GDSC001790060100.txt,University of South Florida,organization,1
GDSC001790060100.txt,OPIC,organization,1
GDSC001790060100.txt,House Ethics Committee,organization,1
GDSC001790060100.txt,Office of Social Ministries,organization,1
GDSC001790060100.txt,Incorporated,organization,2
GDSC001790060100.txt,Dispute Settlement,organization,1
GDSC001790060100.txt,Barclay,organization,2
GDSC001790060100.txt,Pan American Development Foundation,organization,1
GDSC001790060100.txt,Martin Luther King,organization,1
GDSC001790060100.txt,NCBH,organization,1
GDSC001790060100.txt,National Planning Agency,organization,1
GDSC001790060100.txt,Air Force,organization,1
GDSC001790060100.txt,Rules Committee,organization,1
GDSC001790060100.txt,American Institute for Free Labor Development Panel,organization,1
GDSC001790060100.txt,Education,organization,1
GDSC001790060100.txt,Assistant Professor of Early Childhood Education,organization,1
GDSC001790060100.txt,Early Childhood Education and Child Development,organization,1
GDSC001790060100.txt,International Cultural and Economics Center,organization,1
GDSC001790060100.txt,Congress Here Congress,organization,1
GDSC001790060100.txt,United Nations Security Council,organization,1
GDSC001790060100.txt,Chamber of Commerce,organization,1
GDSC001790060100.txt,Washington Office for Social Concern,organization,1
GDSC001790060100.txt,International,organization,1
GDSC001790060100.txt,Economics Center,organization,1
GDSC001790060100.txt,TRICONTINENTAL,organization,1
GDSC001790060100.txt,United Presbyterian Church,organization,1
GDSC001790060100.txt,International Finance,organization,1
GDSC001790060100.txt,Mississippi University for Women,organization,1
GDSC001790060100.txt,Bureau of,organization,3
GDSC001790060100.txt,Inc National Council of Negro Women The Program Agency,organization,1
GDSC001790060100.txt,Florida Council of International Development,organization,1
GDSC001790060100.txt,Institute of Caribbean Studies,organization,1
GDSC001790060100.txt,University of Puerto Rico,organization,3
GDSC001790060100.txt,Florida Ports Council,organization,1
GDSC001790060100.txt,Common Cause Organization,organization,1
GDSC001790060100.txt,Tesoro Petroleum Corporation,organization,2
GDSC001790060100.txt,Tricontinental News Service,organization,1
GDSC001790060100.txt,State Economic Development Commission Investment Focus,organization,1
GDSC001790060100.txt,ICEC,organization,1
GDSC001790060100.txt,Bank Street College of Education,organization,1
GDSC001790060100.txt,Caribbean Research and Development Institute,organization,1
GDSC001790060100.txt,International Division,organization,1
GDSC001790060100.txt,Caribbean International Cultural,organization,1
GDSC001790060100.txt,Committee,organization,1
GDSC001790060100.txt,New York City State Board of Social Welfare,organization,1
GDSC001790060100.txt,Board of Social Welfare,organization,1
GDSC001790060100.txt,Garment Workers,organization,1
GDSC001790060100.txt,Greater Tampa Chamber of Commerce World Trade Council,organization,1
GDSC001790060100.txt,Project Finance,organization,1
GDSC001790060100.txt,American Development Bank,organization,1
GDSC001790060100.txt,Import Bank Political and Human Factors Workshop,organization,1
GDSC001790060100.txt,Office of Caribbean Affairs,organization,1
GDSC001790060100.txt,Feminist Press,organization,2
GDSC001790060100.txt,Miami Herald,organization,1
GDSC001790060100.txt,St.,organization,1
GDSC001790060100.txt,Social Security Plan,organization,1
GDSC001790060100.txt,Pan American Bank of Miami,organization,1
GDSC001790060100.txt,IDB,organization,1
GDSC001790060100.txt,Finance,organization,2
GDSC001790060100.txt,Congress,organization,59
GDSC001790060100.txt,School of Education,organization,2
GDSC001790060100.txt,American Cancer Society,organization,1
GDSC001790060100.txt,Caribbean Travel Association,organization,1
GDSC001790060100.txt,Washington Office Friends Committee on National Legislation International Ladies,organization,1
GDSC001790060100.txt,Lunchei,organization,1
GDSC001790060100.txt,Your Social Security,organization,1
GDSC001790060100.txt,Bagamoyo Secondary School,organization,1
GDSC001790060100.txt,Mississippi University for Women Graduate School,organization,1
GDSC001790060100.txt,Ltd.,organization,2
GDSC001790060100.txt,Office of Economic Policy,organization,1
GDSC001790060100.txt,Graduate Programs,organization,1
GDSC001790060100.txt,Defense Department,organization,1
GDSC001790060100.txt,Ramada Inn,organization,1
GDSC001790060100.txt,House,organization,15
GDSC001790060100.txt,Transportation and Communication,organization,1
GDSC001790060100.txt,Domestic Labor,organization,1
GDSC001790060100.txt,Fant Library,organization,1
GDSC001790060100.txt,Mississippi University for Women Columbus,organization,1
GDSC001790060100.txt,Union Jesuit Conference,organization,1
GDSC001790060100.txt,CariCom,organization,1
GDSC001790060100.txt,Empire State Mastectomy Salon,organization,1
GDSC001790060100.txt,General Accounting Office,organization,2
GDSC001790060100.txt,MUW Columbus,organization,1
GDSC001790060100.txt,United Nations,organization,1
GDSC001790060100.txt,Development,organization,1
GDSC001790060100.txt,X Friendship Institute,organization,1
GDSC001790060100.txt,Pittsburgh Post Gazette,organization,1
GDSC001790060100.txt,Division of Economic Development,organization,1
GDSC001790060100.txt,University of South Florida Florida Department of Commerce,organization,1
GDSC001790060100.txt,ERAmerica,organization,4
GDSC001790060100.txt,Department of State,organization,1
GDSC001790060100.txt,Bank,organization,2
GDSC001790060100.txt,Pinellas Room Technical Workshop,organization,1
GDSC001790060100.txt,Africa Fund,organization,9
GDSC001790060100.txt,Sweet Growers,organization,1
GDSC001790060100.txt,Dominican Republic Monetary Board,organization,1
GDSC001790060100.txt,Common Cause,organization,6
GDSC001790060100.txt,Congress What Congress,organization,1
GDSC001790060100.txt,Operations Division,organization,1
GDSC001790060100.txt,Social Security,organization,9
GDSC001790060100.txt,Commission on Administrative Review,organization,1
GDSC001790060100.txt,Senate,organization,9
GDSC001790060100.txt,University of Miami RIC,organization,1
GDSC001790060100.txt,Florida Senate,organization,2
GDSC001790060100.txt,Medical Assistance Services,organization,1
GDSC001790060100.txt,House of Representatives,organization,2
GDSC001790060100.txt,Center for Infants,organization,1
GDSC001790060100.txt,Appropriations Subcommittee on Military Construction,organization,1
GDSC001790060100.txt,Cayman Islands Panel,organization,1
GDSC001790060100.txt,MUW Graduate School,organization,1
GDSC001790060100.txt,Negro City Hall North Curtis,organization,1
GDSC001790060100.txt,Ingram,organization,1
GDSC001790060100.txt,Miles Club,organization,1
GDSC001790060100.txt,Mine Candidates,organization,1
GDSC001790060100.txt,Handbook for Candidate,organization,1
GDSC001790060100.txt,Negro John Deere Plant Nortn Batesville,organization,1
GDSC001790060100.txt,Sardis,organization,1
GDSC001790060100.txt,Ladies Home demonstration Club,organization,1
GDSC001790060100.txt,Sardis Courthouse North,organization,1
GDSC001790060100.txt,Negro Curtis Hudson Store,organization,1
GDSC001790060100.txt,HOLLANDALE CITY ELECTION Cards,organization,1
GDSC001790060100.txt,Olive Church,organization,1
GDSC001790060100.txt,Vlney Cre,organization,1
GDSC001790060100.txt,Lion Church,organization,1
GDSC001790060100.txt,Batesville,organization,1
GDSC001790060100.txt,Concord Church,organization,1
GDSC001790060100.txt,Recommended Action for Black,organization,1
GDSC001790060100.txt,Ctate,organization,1
GDSC001790060100.txt,WPP,organization,1
GDSC001790060100.txt,Black Group,organization,1
GDSC001790060100.txt,E. Steering Committee,organization,1
GDSC001790060100.txt,Lincoln,organization,1
GDSC001790060100.txt,House Cfimmittee on Health,organization,1
GDSC001790060100.txt,Mississippi Democratic Party,organization,1
GDSC001790060100.txt,Spock,organization,1
GDSC001790060100.txt,Education and Welfare,organization,1
GDSC001790060100.txt,Party,organization,1
GDSC001790060100.txt,Spock W.E.B.,organization,1
GDSC001790060100.txt,Eiet Warn,organization,1
GDSC001790060100.txt,Administration Committee,organization,1
GDSC001790060100.txt,Park Place,organization,1
GDSC001790060100.txt,Congress,organization,1
GDSC001790060100.txt,National Independent,organization,1
GDSC001790060100.txt,ND,organization,1
GDSC001790060100.txt,Brooklyn Ann Souza,organization,1
GDSC001790060100.txt,North Carolina West Regional Thelma Patilo,organization,1
GDSC001790060100.txt,Gestapo,organization,1
GDSC001790060100.txt,Baines Johnsons,organization,1
GDSC001790060100.txt,National Conference for New Politics,organization,1
GDSC001790060100.txt,Iris Pita,organization,1
GDSC001790060100.txt,Mississippi State,organization,1
GDSC001790060100.txt,KKK,organization,1
GDSC001790060100.txt,Blacl Power,organization,1
GDSC001790060100.txt,Freedom Democratic Party,organization,1
GDSC001790060100.txt,Grace Learning,organization,1
GDSC001790060100.txt,NCNP,organization,4
GDSC001790060100.txt,03DA College Lane,organization,1
GDSC001790060100.txt,Mississippi Freedom Democratic,organization,1
GDSC001790060100.txt,Strike for Peace Black Caucus New Politics,organization,1
GDSC001790060100.txt,Nelson St.,organization,1
GDSC001790060100.txt,Ewald Circle,organization,1
GDSC001790060100.txt,Drexel Blvd.,organization,1
GDSC001790060100.txt,Washington Frank Fair,organization,1
GDSC001790060100.txt,Mississippi Freedom Democratic Party,organization,6
GDSC001790060100.txt,Michigan Reginal Lydia Williams,organization,1
GDSC001790060100.txt,Citieens Council,organization,1
GDSC001790060100.txt,MFDP,organization,1
GDSC001790060100.txt,Detroit Katherine Brewster,organization,1
GDSC001790060100.txt,Black Caucus,organization,6
GDSC001790060100.txt,Ku Klux Klan,organization,1
GDSC001790060100.txt,Chicago Fannie Alexander,organization,1
GDSC001790060100.txt,Democratic Party,organization,1
GDSC001790060100.txt,South Carolina Golden Frank,organization,1
GDSC001790060100.txt,Milwaukee Wisconsin State,organization,1
GDSC001790060100.txt,Black Power Conference,organization,1
GDSC001790060100.txt,N.E. Washington D. C. James,organization,1
GDSC001790060100.txt,Ramparts Magazine,organization,1
GDSC001790060100.txt,E. Imperial,organization,1
GDSC001790060100.txt,SNCC,organization,1
GDSC001790060100.txt,Committee,organization,1
GDSC001790060100.txt,s Strike for Peace Black Caucus Draft N.Y. State Regional,organization,1
GDSC001790060100.txt,Steering Committee,organization,2
GDSC001790060100.txt,Executive Board,organization,1
GDSC001790060100.txt,Boggy Lloyd,organization,1
GDSC001790060100.txt,N.Y.C. New Politics Texas Third Party Women,organization,1
GDSC001790060100.txt,Mississippi State Department,organization,1
GDSC001790060100.txt,Fort Supply,organization,1
GDSC001790060100.txt,State Board,organization,2
GDSC001790060100.txt,Mississippi Welfare,organization,2
GDSC001790060100.txt,United States Department of Health,organization,1
GDSC001790060100.txt,Social Security Hospital,organization,1
GDSC001790060100.txt,Public Health,organization,2
GDSC001790060100.txt,Bolivar,organization,1
GDSC001790060100.txt,State Medical Review Team,organization,1
GDSC001790060100.txt,Southern County Welfare Department,organization,1
GDSC001790060100.txt,Education and Welfare,organization,3
GDSC001790060100.txt,Bureau of Health,organization,1
GDSC001790060100.txt,University Campus,organization,1
GDSC001790060100.txt,Department of Health,organization,29
GDSC001790060100.txt,Trinity,organization,1
GDSC001790060100.txt,Bureau of Local Health Service,organization,1
GDSC001790060100.txt,State Welfare,organization,1
GDSC001790060100.txt,Columbia,organization,3
GDSC001790060100.txt,OAA,organization,3
GDSC001790060100.txt,Standard of Financial Need,organization,1
GDSC001790060100.txt,Sutro St.,organization,1
GDSC001790060100.txt,Bureau of Special Health Services,organization,1
GDSC001790060100.txt,St.,organization,8
GDSC001790060100.txt,Special School Services,organization,1
GDSC001790060100.txt,Delta Ministry,organization,2
GDSC001790060100.txt,Civil Rights Commission,organization,1
GDSC001790060100.txt,Social Security Administration,organization,1
GDSC001790060100.txt,Mississippi State Department of Public Welfare,organization,1
GDSC001790060100.txt,Augusta,organization,1
GDSC001790060100.txt,School Health Programs and Services,organization,1
GDSC001790060100.txt,Food Stamps,organization,1
GDSC001790060100.txt,Incorporated,organization,3
GDSC001790060100.txt,A.B.,organization,1
GDSC001790060100.txt,Division of Medical Health Services,organization,1
GDSC001790060100.txt,Medical Review Team,organization,4
GDSC001790060100.txt,CDA,organization,1
GDSC001790060100.txt,MAP,organization,1
GDSC001790060100.txt,Bureau of Nursing,organization,3
GDSC001790060100.txt,State Welfare Board,organization,1
GDSC001790060100.txt,CDGM,organization,2
GDSC001790060100.txt,Bureau of Public Health Nursing,organization,5
GDSC001790060100.txt,Regina School of Nursing,organization,1
GDSC001790060100.txt,Department of Public Health and Welfare,organization,1
GDSC001790060100.txt,Education,organization,8
GDSC001790060100.txt,State Public Welfare Department,organization,1
GDSC001790060100.txt,Mississippi Action Program,organization,1
GDSC001790060100.txt,County Welfare Office,organization,1
GDSC001790060100.txt,State Office Bldg.,organization,2
GDSC001790060100.txt,Welfare Dept,organization,2
GDSC001790060100.txt,Public Health Nursing Branch,organization,1
GDSC001790060100.txt,Department of Public Instruction,organization,1
GDSC001790060100.txt,Office of Public Health Nursing,organization,1
GDSC001790060100.txt,State,organization,2
GDSC001790060100.txt,AWashington D.C. Budget,organization,29
GDSC001790060100.txt,Linden Circle,organization,1
GDSC001790060100.txt,Federal Handbook of Public Assistance,organization,1
GDSC001790060100.txt,State School,organization,4
GDSC001790060100.txt,Office of Economic Opportunity,organization,1
GDSC001790060100.txt,Department of Public Welfare,organization,1
GDSC001790060100.txt,Government Printing Office,organization,1
GDSC001790060100.txt,State Department,organization,4
GDSC001790060100.txt,Arizona State Dept,organization,1
GDSC001790060100.txt,Right to Receive Welfare Aid Cash,organization,1
GDSC001790060100.txt,Local Health Division,organization,1
GDSC001790060100.txt,Receive Welfare Aid Cash,organization,1
GDSC001790060100.txt,S. Department of Health,organization,1
GDSC001790060100.txt,Bureau of Pupil Personnel and Special Educational Services,organization,1
GDSC001790060100.txt,Election Commission,organization,2
GDSC001790060100.txt,Freedom Democratic Party,organization,2
GDSC001790060100.txt,Regional Office of the U. S. Department of Health,organization,1
GDSC001790060100.txt,Mississippi Public Welfare Manual,organization,1
GDSC001790060100.txt,Public Health Nursing Service,organization,4
GDSC001790060100.txt,Health Care,organization,1
GDSC001790060100.txt,Regional Office of the Department of Health,organization,5
GDSC001790060100.txt,Mississippi Freedom Democratic Party,organization,2
GDSC001790060100.txt,Education Department State Education Dept.,organization,1
GDSC001790060100.txt,Division of Community Health Services,organization,2
GDSC001790060100.txt,Mississippi Freedom Labor Union,organization,1
GDSC001790060100.txt,Mississippi Welfare Department,organization,1
GDSC001790060100.txt,Medical Review,organization,1
GDSC001790060100.txt,Board of Health,organization,11
GDSC001790060100.txt,Department of Health and Welfare,organization,3
GDSC001790060100.txt,Bureau of Old Age and Survivors Insurance,organization,1
GDSC001790060100.txt,Community Action Agencies,organization,1
GDSC001790060100.txt,Melville H. Hosch Room,organization,1
